s680,s720,s760,s800,l680,l720,l760,l800,Normalized_O2_HHb,Heart_Rate
1832459.0,3412569.0,3015202.0,4318343.0,134106.0,276205.0,221444.0,313292.0,0.4390243887901306,75.0
1827574.0,3405181.0,3007387.0,4304217.0,134211.0,275816.0,221169.0,312294.0,0.4390243887901306,75.0
1827084.0,3404068.0,3005113.0,4301996.0,134185.0,273562.0,220742.0,312385.0,0.4685494303703308,75.0
1829804.0,3407592.0,3010312.0,4311489.0,133785.0,275284.0,220982.0,312819.0,0.4390243887901306,75.0
1827281.0,3404376.0,3005577.0,4302136.0,134452.0,274261.0,220477.0,312838.0,0.4390243887901306,75.0
1831054.0,3411700.0,3014347.0,4320449.0,135175.0,275147.0,221794.0,314834.0,0.4390243887901306,75.0
1826495.0,3404079.0,3004460.0,4302703.0,134769.0,274680.0,220810.0,312751.0,0.4685494303703308,75.0
1824736.0,3401721.0,3003073.0,4296832.0,134033.0,274219.0,219554.0,312736.0,0.4390243887901306,75.0
1823317.0,3399073.0,3000831.0,4294894.0,133474.0,273251.0,219351.0,312299.0,0.4390243887901306,75.0
1818617.0,3389776.0,2988336.0,4274523.0,133762.0,271681.0,216935.0,308332.0,0.4390243887901306,75.0
1823724.0,3399810.0,3000942.0,4295423.0,133976.0,273106.0,219003.0,310980.0,0.4390243887901306,74.0
1821454.0,3395593.0,2996769.0,4287894.0,132947.0,272779.0,219010.0,311197.0,0.4390243887901306,74.0
1822608.0,3395901.0,2996838.0,4288326.0,132974.0,272998.0,218767.0,311041.0,0.4390243887901306,73.0
1822792.0,3397922.0,2998842.0,4292025.0,133227.0,273850.0,218997.0,311153.0,0.4390243887901306,73.0
1818189.0,3388179.0,2987790.0,4271551.0,133435.0,270674.0,216329.0,308178.0,0.4390243887901306,73.0
1819136.0,3391704.0,2992901.0,4280554.0,132102.0,271487.0,217858.0,308826.0,0.4390243887901306,73.0
1814547.0,3382185.0,2981452.0,4261512.0,131719.0,269571.0,216571.0,306323.0,0.4390243887901306,72.0
1820961.0,3393385.0,2994239.0,4281936.0,133234.0,271868.0,218730.0,310429.0,0.4390243887901306,72.0
1820627.0,3392214.0,2993071.0,4283261.0,133215.0,271229.0,218320.0,309725.0,0.4390243887901306,71.0
1820016.0,3391952.0,2992861.0,4278211.0,132061.0,271163.0,218555.0,309465.0,0.4390243887901306,71.0
1820658.0,3393342.0,2994375.0,4284823.0,132267.0,272097.0,218761.0,310147.0,0.4390243887901306,71.0
1815018.0,3383325.0,2982872.0,4263411.0,131589.0,270085.0,217294.0,306553.0,0.4390243887901306,71.0
1818429.0,3390061.0,2990676.0,4280923.0,132184.0,271298.0,217893.0,309794.0,0.4390243887901306,71.0
1814895.0,3384385.0,2985703.0,4270090.0,131422.0,270114.0,217829.0,308227.0,0.4390243887901306,71.0
1818692.0,3390770.0,2992870.0,4282123.0,132697.0,271408.0,218442.0,310701.0,0.4390243887901306,71.0
1816716.0,3387946.0,2989576.0,4278189.0,132935.0,270848.0,217709.0,309981.0,0.4390243887901306,71.0
1813971.0,3382591.0,2983140.0,4266761.0,130475.0,268900.0,216955.0,307912.0,0.4390243887901306,70.0
1818001.0,3388127.0,2990987.0,4281269.0,132371.0,271064.0,217502.0,310500.0,0.4390243887901306,70.0
1812764.0,3379997.0,2980621.0,4263007.0,131417.0,268916.0,216034.0,307911.0,0.4390243887901306,70.0
1815904.0,3387149.0,2989961.0,4277799.0,131368.0,270765.0,216117.0,310207.0,0.3658536672592163,70.0
1812865.0,3381181.0,2983146.0,4269591.0,130889.0,268070.0,216178.0,308782.0,0.4390243887901306,69.0
1816016.0,3387133.0,2989284.0,4277921.0,131407.0,271030.0,217182.0,310131.0,0.41231125593185425,69.0
1814574.0,3384644.0,2988339.0,4277092.0,131199.0,268256.0,216221.0,309541.0,0.41231125593185425,69.0
1811532.0,3378567.0,2981455.0,4264557.0,131065.0,269406.0,216372.0,308844.0,0.41231125593185425,69.0
1812525.0,3384393.0,2987360.0,4275242.0,130447.0,269132.0,216986.0,309704.0,0.41231125593185425,69.0
1815573.0,3387645.0,2991970.0,4285487.0,131135.0,269309.0,216508.0,310323.0,0.41231125593185425,69.0
1812461.0,3381504.0,2985646.0,4272375.0,130733.0,267650.0,216112.0,308389.0,0.4390243887901306,69.0
1819981.0,3395982.0,3002085.0,4301085.0,132040.0,270007.0,218973.0,312521.0,0.4390243887901306,69.0
1815277.0,3386887.0,2990891.0,4283552.0,130313.0,267216.0,216851.0,310372.0,0.41231125593185425,69.0
1817163.0,3392292.0,2997619.0,4296496.0,130809.0,269887.0,218838.0,312131.0,0.4390243887901306,69.0
1817163.0,3392292.0,2997619.0,4296496.0,130809.0,269887.0,218838.0,312131.0,0.4390243887901306,69.0
1817194.0,3391877.0,2998807.0,4299807.0,130844.0,268711.0,217106.0,310420.0,0.4390243887901306,69.0
1822154.0,3402577.0,3010343.0,4321060.0,131786.0,270089.0,219109.0,313747.0,0.4390243887901306,69.0
1817446.0,3392449.0,2998963.0,4301900.0,130955.0,268862.0,217487.0,311767.0,0.41231125593185425,69.0
1819613.0,3397500.0,3006164.0,4316144.0,130988.0,269529.0,218387.0,313873.0,0.41231125593185425,69.0
1813423.0,3386546.0,2993262.0,4293458.0,129701.0,266584.0,215730.0,310805.0,0.3880265951156616,70.0
1813477.0,3385740.0,2993102.0,4293266.0,129101.0,266774.0,215496.0,310901.0,0.3455284535884857,70.0
1812697.0,3384433.0,2991749.0,4292406.0,129252.0,266665.0,216282.0,311299.0,0.3658536672592163,70.0
1812260.0,3383472.0,2990387.0,4289895.0,129822.0,267360.0,215645.0,309604.0,0.41231125593185425,70.0
1817577.0,3393914.0,3003068.0,4311798.0,129479.0,267940.0,217876.0,312905.0,0.3880265951156616,70.0
1812352.0,3385128.0,2992993.0,4295297.0,130844.0,267440.0,216109.0,311609.0,0.41231125593185425,70.0
1814592.0,3389436.0,2999116.0,4304718.0,129744.0,267522.0,215939.0,311344.0,0.3658536672592163,70.0
1814294.0,3388449.0,2997745.0,4304668.0,129174.0,267069.0,215958.0,310387.0,0.3658536672592163,70.0
1811058.0,3383408.0,2992053.0,4292599.0,129069.0,266886.0,215810.0,309833.0,0.3658536672592163,70.0
1810171.0,3382611.0,2991692.0,4292967.0,128330.0,266309.0,215483.0,310137.0,0.3658536672592163,70.0
1809303.0,3379998.0,2989772.0,4288574.0,128446.0,264972.0,215433.0,308889.0,0.41231125593185425,70.0
1809280.0,3377347.0,2984902.0,4277878.0,128302.0,264571.0,214182.0,307077.0,0.41231125593185425,70.0
1810401.0,3381123.0,2988865.0,4284430.0,129934.0,264880.0,213471.0,308241.0,0.3880265951156616,70.0
1810117.0,3380209.0,2987988.0,4283792.0,128805.0,265382.0,215164.0,308002.0,0.41231125593185425,70.0
1807828.0,3375698.0,2983669.0,4273699.0,128033.0,265109.0,214111.0,306902.0,0.3658536672592163,70.0
1807931.0,3376928.0,2985745.0,4279661.0,128669.0,265504.0,214309.0,307377.0,0.41231125593185425,70.0
1811197.0,3381544.0,2990368.0,4287573.0,130107.0,266585.0,216731.0,310974.0,0.41231125593185425,70.0
1808626.0,3377370.0,2985543.0,4282334.0,129024.0,265196.0,214938.0,307872.0,0.41231125593185425,72.0
1811453.0,3383791.0,2992140.0,4292955.0,129264.0,266120.0,215344.0,309406.0,0.41231125593185425,72.0
1809465.0,3379385.0,2987253.0,4285569.0,129083.0,265667.0,215157.0,309175.0,0.41231125593185425,73.0
1809288.0,3378951.0,2986346.0,4281416.0,129161.0,266089.0,214345.0,308111.0,0.3880265951156616,74.0
1809288.0,3378951.0,2986346.0,4281416.0,129161.0,266089.0,214345.0,308111.0,0.3880265951156616,74.0
1809497.0,3379388.0,2987173.0,4284487.0,128630.0,265922.0,215475.0,308790.0,0.41231125593185425,74.0
1815206.0,3389184.0,2998526.0,4304406.0,130169.0,267374.0,216198.0,310590.0,0.41231125593185425,74.0
1812905.0,3386015.0,2994015.0,4294167.0,129212.0,266880.0,216023.0,308330.0,0.4390243887901306,74.0
1812890.0,3386632.0,2996077.0,4297002.0,128774.0,266692.0,214856.0,310334.0,0.3455284535884857,74.0
1815972.0,3387572.0,2996499.0,4300176.0,131201.0,267075.0,216086.0,309960.0,0.4390243887901306,75.0
1810281.0,3380393.0,2989310.0,4286473.0,128947.0,265166.0,215277.0,307628.0,0.4390243887901306,75.0
1814472.0,3387322.0,2997582.0,4300543.0,130483.0,266727.0,215804.0,310225.0,0.41231125593185425,76.0
1813567.0,3387917.0,2997271.0,4298971.0,129496.0,267428.0,216833.0,309535.0,0.4390243887901306,76.0
1810277.0,3381027.0,2989492.0,4286017.0,129367.0,265857.0,214530.0,307356.0,0.41231125593185425,76.0
1815609.0,3389070.0,2998592.0,4302074.0,130038.0,267302.0,214696.0,309612.0,0.3880265951156616,76.0
1813839.0,3388816.0,2996378.0,4297036.0,130076.0,266564.0,215344.0,309252.0,0.41231125593185425,76.0
1814777.0,3388781.0,2996160.0,4293755.0,129230.0,266859.0,215350.0,307899.0,0.41231125593185425,76.0
1818219.0,3395651.0,3002538.0,4306257.0,129292.0,267686.0,216050.0,309869.0,0.3880265951156616,74.0
1819682.0,3398333.0,3008043.0,4314878.0,131024.0,268292.0,217612.0,310895.0,0.4390243887901306,74.0
1823165.0,3401628.0,3009788.0,4318337.0,131122.0,268156.0,218342.0,312780.0,0.4390243887901306,74.0
1825731.0,3409251.0,3019392.0,4335011.0,131961.0,270584.0,218579.0,314304.0,0.41231125593185425,74.0
1825181.0,3407574.0,3016535.0,4332018.0,131613.0,270282.0,218943.0,312728.0,0.4390243887901306,74.0
1824651.0,3408300.0,3018522.0,4332661.0,131889.0,269325.0,218716.0,312640.0,0.4390243887901306,74.0
1811720.0,3382346.0,2991722.0,4289508.0,129885.0,265187.0,213079.0,306638.0,0.41231125593185425,74.0
1811584.0,3381754.0,2991543.0,4292396.0,129516.0,265723.0,214865.0,308079.0,0.41231125593185425,74.0
1819093.0,3395623.0,3006466.0,4314039.0,130933.0,267183.0,216500.0,311265.0,0.41231125593185425,74.0
1818951.0,3397532.0,3006547.0,4313435.0,130933.0,267944.0,216246.0,309932.0,0.4390243887901306,74.0
1821829.0,3398411.0,3008488.0,4317687.0,131584.0,268417.0,216545.0,310280.0,0.4390243887901306,75.0
1823254.0,3401621.0,3012413.0,4324067.0,131680.0,267664.0,217274.0,311222.0,0.4390243887901306,75.0
1823254.0,3401621.0,3012413.0,4324067.0,131680.0,267664.0,217274.0,311222.0,0.4390243887901306,75.0
1824629.0,3405219.0,3015032.0,4327136.0,132405.0,269856.0,217718.0,310173.0,0.4390243887901306,75.0
1831646.0,3417987.0,3027717.0,4348581.0,133989.0,270761.0,219562.0,313778.0,0.4390243887901306,75.0
1831141.0,3417869.0,3027058.0,4346829.0,132754.0,270836.0,219226.0,314267.0,0.4390243887901306,75.0
1835366.0,3422592.0,3032771.0,4356031.0,134389.0,272699.0,221191.0,316234.0,0.4390243887901306,75.0
1831083.0,3415723.0,3024524.0,4342104.0,134393.0,272035.0,219712.0,313357.0,0.4390243887901306,75.0
1831474.0,3414688.0,3025151.0,4342659.0,133657.0,271131.0,219253.0,313678.0,0.4390243887901306,75.0
1825968.0,3407794.0,3016767.0,4327097.0,132453.0,270889.0,217504.0,310706.0,0.4390243887901306,75.0
1826339.0,3405610.0,3013056.0,4321086.0,132762.0,270356.0,218000.0,310402.0,0.4390243887901306,75.0
1830008.0,3414149.0,3023324.0,4337871.0,134197.0,273609.0,220965.0,312944.0,0.4685494303703308,75.0
1828620.0,3411328.0,3019474.0,4330156.0,134195.0,272821.0,219022.0,313468.0,0.4390243887901306,74.0
1829562.0,3411146.0,3019803.0,4329273.0,134161.0,272971.0,219997.0,311438.0,0.4685494303703308,74.0
1830774.0,3412677.0,3020923.0,4331915.0,135122.0,272609.0,220212.0,312503.0,0.4685494303703308,74.0
1826028.0,3405543.0,3012488.0,4319287.0,134834.0,271743.0,218834.0,311313.0,0.4685494303703308,73.0
1828565.0,3408784.0,3016027.0,4321823.0,134242.0,272748.0,219671.0,310442.0,0.4685494303703308,73.0
1829632.0,3410944.0,3019268.0,4326850.0,133704.0,272514.0,220392.0,311324.0,0.4685494303703308,73.0
1831121.0,3412033.0,3018235.0,4323261.0,135217.0,273213.0,219834.0,311207.0,0.4685494303703308,73.0
1833356.0,3417964.0,3025531.0,4335898.0,135995.0,274789.0,220809.0,313279.0,0.4685494303703308,73.0
1835093.0,3419109.0,3027101.0,4336634.0,135533.0,275078.0,220120.0,312999.0,0.4390243887901306,73.0
1834000.0,3419468.0,3025178.0,4335652.0,135592.0,274912.0,221768.0,313528.0,0.4685494303703308,73.0
1838082.0,3425066.0,3032398.0,4348011.0,135865.0,276124.0,222522.0,313956.0,0.501354992389679,73.0
1838863.0,3426332.0,3033367.0,4347520.0,136222.0,275005.0,221039.0,314537.0,0.4685494303703308,73.0
1840993.0,3432325.0,3037906.0,4355440.0,136629.0,275292.0,221330.0,314749.0,0.4685494303703308,74.0
1843140.0,3436204.0,3042956.0,4363685.0,136266.0,277297.0,222699.0,315752.0,0.4685494303703308,74.0
1841685.0,3432565.0,3039480.0,4354628.0,136852.0,277161.0,222611.0,315217.0,0.4685494303703308,74.0
1842155.0,3432518.0,3038674.0,4354710.0,136440.0,276834.0,222922.0,315257.0,0.4685494303703308,74.0
1842155.0,3432518.0,3038674.0,4354710.0,136440.0,276834.0,222922.0,315257.0,0.4685494303703308,74.0
1836781.0,3422570.0,3028985.0,4339780.0,136359.0,275530.0,222044.0,313587.0,0.501354992389679,74.0
1840657.0,3429293.0,3035722.0,4353076.0,137055.0,277392.0,222946.0,316992.0,0.4685494303703308,74.0
1837618.0,3425503.0,3032084.0,4345337.0,136126.0,276174.0,222927.0,316611.0,0.4685494303703308,74.0
1840529.0,3429662.0,3035216.0,4349292.0,136485.0,277198.0,222897.0,315742.0,0.4685494303703308,75.0
1841148.0,3430222.0,3037371.0,4352447.0,137033.0,277010.0,223241.0,315927.0,0.4685494303703308,75.0
1837834.0,3425423.0,3029820.0,4341205.0,136683.0,275517.0,220572.0,313487.0,0.4685494303703308,75.0
1841945.0,3432737.0,3038736.0,4352536.0,136753.0,276028.0,222130.0,314881.0,0.4685494303703308,75.0
1844005.0,3435640.0,3041858.0,4359053.0,137300.0,278795.0,223346.0,317127.0,0.4685494303703308,75.0
1840036.0,3430182.0,3036372.0,4349120.0,137239.0,277951.0,222243.0,315010.0,0.4685494303703308,75.0
1843266.0,3434699.0,3043312.0,4362799.0,138352.0,279038.0,225290.0,318270.0,0.501354992389679,75.0
1839885.0,3428027.0,3033988.0,4346880.0,137198.0,277364.0,223155.0,316298.0,0.4685494303703308,75.0
1841151.0,3429826.0,3036693.0,4349885.0,137348.0,278062.0,223235.0,315341.0,0.501354992389679,75.0
1839424.0,3429162.0,3034809.0,4346279.0,136783.0,277646.0,223839.0,314805.0,0.501354992389679,75.0
1842805.0,3432358.0,3037675.0,4351278.0,136880.0,276896.0,223098.0,315619.0,0.4685494303703308,75.0
1847020.0,3442128.0,3047729.0,4367272.0,137363.0,279444.0,225201.0,317885.0,0.4685494303703308,74.0
1842724.0,3436091.0,3041297.0,4355375.0,137168.0,277924.0,224530.0,316791.0,0.501354992389679,74.0
1844619.0,3438979.0,3044547.0,4362598.0,137832.0,278977.0,223703.0,316619.0,0.4685494303703308,74.0
1841314.0,3430632.0,3035925.0,4348024.0,137845.0,277569.0,223923.0,315995.0,0.501354992389679,74.0
1836195.0,3423341.0,3028424.0,4333518.0,135764.0,275974.0,222176.0,313749.0,0.4685494303703308,74.0
1840112.0,3429878.0,3036587.0,4348653.0,137109.0,277597.0,223196.0,315597.0,0.4685494303703308,73.0
1839456.0,3429324.0,3035456.0,4347634.0,136829.0,276991.0,224387.0,315368.0,0.5380200743675232,73.0
1841174.0,3431021.0,3037648.0,4352668.0,137268.0,278059.0,223655.0,316730.0,0.4685494303703308,73.0
1840890.0,3431516.0,3039318.0,4354592.0,136623.0,277155.0,223030.0,316442.0,0.4685494303703308,73.0
1839209.0,3425813.0,3032703.0,4342335.0,136388.0,277667.0,222719.0,314735.0,0.4685494303703308,72.0
1836697.0,3425041.0,3031713.0,4342062.0,137159.0,276447.0,222723.0,314240.0,0.501354992389679,72.0
1839381.0,3427194.0,3033722.0,4346784.0,136633.0,275973.0,221844.0,314260.0,0.4685494303703308,72.0
1842205.0,3431944.0,3038752.0,4351418.0,137018.0,276501.0,222898.0,314916.0,0.501354992389679,72.0
1846634.0,3442743.0,3048550.0,4367748.0,137462.0,277890.0,224295.0,317554.0,0.4685494303703308,72.0
1846262.0,3441486.0,3046994.0,4363288.0,136843.0,277189.0,223607.0,315498.0,0.501354992389679,72.0
1845084.0,3440214.0,3045475.0,4359219.0,136672.0,277603.0,223126.0,313854.0,0.501354992389679,72.0
1844502.0,3439787.0,3043138.0,4357405.0,136841.0,277288.0,222183.0,313865.0,0.501354992389679,72.0
1845424.0,3438718.0,3042836.0,4354862.0,136828.0,276531.0,222244.0,313259.0,0.501354992389679,73.0
1850586.0,3445743.0,3052705.0,4371534.0,137101.0,277761.0,223663.0,316348.0,0.4685494303703308,73.0
1852967.0,3452613.0,3058800.0,4383859.0,138458.0,279039.0,224562.0,317907.0,0.501354992389679,73.0
1851895.0,3450188.0,3055444.0,4377270.0,138167.0,279353.0,224104.0,316000.0,0.501354992389679,73.0
1852377.0,3453274.0,3059217.0,4383453.0,137739.0,279176.0,224923.0,317902.0,0.4685494303703308,74.0
1848987.0,3445590.0,3051498.0,4371541.0,137075.0,278904.0,225215.0,316456.0,0.501354992389679,74.0
1849094.0,3445472.0,3051731.0,4369550.0,137190.0,278051.0,223986.0,315818.0,0.501354992389679,74.0
1853441.0,3452979.0,3059727.0,4387438.0,137049.0,278692.0,225152.0,319351.0,0.4685494303703308,74.0
1850538.0,3448379.0,3055740.0,4377834.0,138090.0,278485.0,225318.0,317194.0,0.5380200743675232,75.0
1851529.0,3449782.0,3056933.0,4381980.0,137894.0,280364.0,225201.0,319452.0,0.4685494303703308,75.0
1846707.0,3441582.0,3047406.0,4366160.0,138210.0,279767.0,225336.0,317388.0,0.501354992389679,75.0
1843033.0,3435086.0,3040447.0,4351619.0,136734.0,277070.0,223075.0,315558.0,0.4685494303703308,75.0
1846863.0,3441713.0,3047415.0,4366649.0,137729.0,278556.0,225138.0,317018.0,0.501354992389679,75.0
1845148.0,3439856.0,3044369.0,4359170.0,137862.0,278106.0,224414.0,318553.0,0.4685494303703308,75.0
1846145.0,3440249.0,3045673.0,4361195.0,137607.0,279379.0,224461.0,316619.0,0.501354992389679,75.0
1842335.0,3434991.0,3041307.0,4353062.0,136932.0,279221.0,224008.0,315831.0,0.4685494303703308,74.0
1836502.0,3422629.0,3027746.0,4328719.0,136477.0,276535.0,222245.0,312060.0,0.501354992389679,74.0
1837614.0,3423821.0,3028046.0,4332607.0,136739.0,276240.0,221851.0,313405.0,0.501354992389679,74.0
1839454.0,3427595.0,3032634.0,4339249.0,137189.0,277322.0,223954.0,315019.0,0.501354992389679,74.0
1823651.0,3392803.0,2990099.0,4256138.0,135953.0,274870.0,218838.0,303442.0,0.5792682766914368,74.0
1823651.0,3392803.0,2990099.0,4256138.0,135953.0,274870.0,218838.0,303442.0,0.5792682766914368,74.0
1824336.0,3394990.0,2994198.0,4262483.0,136872.0,275310.0,218722.0,304075.0,0.5792682766914368,74.0
1825346.0,3395949.0,2995152.0,4264198.0,136471.0,274900.0,218767.0,303411.0,0.6260162591934204,75.0
1824618.0,3397210.0,2995919.0,4269043.0,136260.0,275492.0,219463.0,304914.0,0.5792682766914368,75.0
1824866.0,3398354.0,2995993.0,4268173.0,136671.0,276273.0,218481.0,303884.0,0.5792682766914368,75.0
1829023.0,3404897.0,3005814.0,4284107.0,137992.0,276909.0,221248.0,306136.0,0.6260162591934204,75.0
1829199.0,3405481.0,3005404.0,4283540.0,138529.0,277189.0,221304.0,306952.0,0.6260162591934204,75.0
1829022.0,3403501.0,3001921.0,4278657.0,137578.0,277613.0,220703.0,306048.0,0.6260162591934204,75.0
1832995.0,3410506.0,3010890.0,4293647.0,138486.0,277667.0,222843.0,309016.0,0.6260162591934204,75.0
1830643.0,3406010.0,3005699.0,4282869.0,137814.0,276832.0,220203.0,306268.0,0.6260162591934204,75.0
1834319.0,3413318.0,3010443.0,4291845.0,138210.0,278136.0,220869.0,307593.0,0.5792682766914368,75.0
1844041.0,3429671.0,3028808.0,4321111.0,139881.0,280187.0,224212.0,311196.0,0.6260162591934204,75.0
1844518.0,3432723.0,3030855.0,4322564.0,139264.0,280324.0,223952.0,311668.0,0.5792682766914368,75.0
1845781.0,3434854.0,3031679.0,4322933.0,140072.0,281284.0,224187.0,311631.0,0.6260162591934204,75.0
1851894.0,3445598.0,3043234.0,4343268.0,139668.0,282936.0,225175.0,313264.0,0.5792682766914368,75.0
1850435.0,3440163.0,3038864.0,4334078.0,140067.0,280327.0,224001.0,312028.0,0.6260162591934204,75.0
1853282.0,3446822.0,3045057.0,4343459.0,139578.0,281500.0,225254.0,313057.0,0.5792682766914368,75.0
1855954.0,3450029.0,3050261.0,4354212.0,140693.0,282555.0,226356.0,315817.0,0.5792682766914368,75.0
1855791.0,3450192.0,3049358.0,4352277.0,141943.0,283229.0,225753.0,315527.0,0.6260162591934204,75.0
1858332.0,3455631.0,3056367.0,4366784.0,141258.0,284201.0,227120.0,317035.0,0.5792682766914368,75.0
1853231.0,3447270.0,3047610.0,4351272.0,141333.0,283176.0,226712.0,316599.0,0.6260162591934204,75.0
1854122.0,3448927.0,3050102.0,4354683.0,141317.0,283100.0,227686.0,317864.0,0.6260162591934204,75.0
1850291.0,3440174.0,3040264.0,4338273.0,141646.0,282977.0,225632.0,315179.0,0.6260162591934204,75.0
1845081.0,3431130.0,3029833.0,4320897.0,139793.0,281643.0,224534.0,312644.0,0.5792682766914368,75.0
1847890.0,3435106.0,3035312.0,4332825.0,141292.0,282099.0,226018.0,315426.0,0.6260162591934204,74.0
1843779.0,3428594.0,3026600.0,4316578.0,140686.0,282307.0,224594.0,312143.0,0.6260162591934204,74.0
1843779.0,3428594.0,3026600.0,4316578.0,140686.0,282307.0,224594.0,312143.0,0.6260162591934204,74.0
1840194.0,3421361.0,3017831.0,4300406.0,140263.0,281414.0,223067.0,310902.0,0.5792682766914368,74.0
1837495.0,3413647.0,3011021.0,4288564.0,140032.0,280106.0,222865.0,310031.0,0.6260162591934204,74.0
1836109.0,3413182.0,3010864.0,4290778.0,140183.0,280561.0,222405.0,310651.0,0.5792682766914368,74.0
1830425.0,3403997.0,3002449.0,4272347.0,138929.0,277842.0,221755.0,308500.0,0.6260162591934204,74.0
1832959.0,3408438.0,3005602.0,4278831.0,139816.0,279052.0,222889.0,310063.0,0.6260162591934204,74.0
1834450.0,3410525.0,3008525.0,4283749.0,138707.0,280702.0,224052.0,309810.0,0.6260162591934204,73.0
1830031.0,3401133.0,2995564.0,4263618.0,138738.0,277743.0,220640.0,306880.0,0.6260162591934204,73.0
1832815.0,3407272.0,3004515.0,4277095.0,139741.0,278839.0,222696.0,310044.0,0.6260162591934204,72.0
1829390.0,3402916.0,2998763.0,4267906.0,138442.0,278497.0,221467.0,307804.0,0.5792682766914368,72.0
1828197.0,3399416.0,2995371.0,4261788.0,138425.0,277881.0,221709.0,306325.0,0.6260162591934204,72.0
1830538.0,3403794.0,3001511.0,4272296.0,138842.0,279069.0,221720.0,309515.0,0.5792682766914368,72.0
1829137.0,3401293.0,2996202.0,4265570.0,138608.0,278141.0,220037.0,307608.0,0.5792682766914368,72.0
1835564.0,3411330.0,3008472.0,4285961.0,139131.0,280554.0,222867.0,311015.0,0.5380200743675232,72.0
1830045.0,3400974.0,2999979.0,4270553.0,138708.0,278249.0,221570.0,308728.0,0.5792682766914368,72.0
