s680,s720,s760,s800,l680,l720,l760,l800,Normalized_O2_HHb,Heart_Rate
2435480.0,4539419.0,3932743.0,5715304.0,460310.0,880105.0,690616.0,1020562.0,0.017543859779834747,69.0
2436145.0,4541412.0,3934912.0,5720052.0,459709.0,880907.0,691231.0,1022620.0,0.0,68.0
2432148.0,4534472.0,3926364.0,5707054.0,460059.0,877906.0,689720.0,1019817.0,0.03703703731298447,68.0
2433324.0,4534974.0,3928055.0,5708875.0,459604.0,878135.0,689559.0,1018625.0,0.03703703731298447,68.0
2430981.0,4530697.0,3923470.0,5703995.0,459193.0,876800.0,689177.0,1018040.0,0.03703703731298447,68.0
2430597.0,4529487.0,3922865.0,5699248.0,458206.0,876960.0,687690.0,1015637.0,0.017543859779834747,68.0
2432050.0,4533535.0,3925909.0,5705728.0,460079.0,879345.0,689417.0,1019208.0,0.017543859779834747,67.0
2429215.0,4529561.0,3922393.0,5699659.0,459521.0,878351.0,690418.0,1017521.0,0.05882352963089943,67.0
2431811.0,4531423.0,3924384.0,5703167.0,459689.0,877906.0,689532.0,1019074.0,0.017543859779834747,67.0
2432149.0,4534914.0,3927467.0,5708254.0,461329.0,880330.0,690448.0,1020176.0,0.03703703731298447,66.0
2432843.0,4535932.0,3927230.0,5708560.0,460174.0,880287.0,690606.0,1021008.0,0.017543859779834747,65.0
2437997.0,4541484.0,3936028.0,5724575.0,462194.0,882604.0,693823.0,1026318.0,0.017543859779834747,65.0
2437939.0,4544574.0,3937977.0,5725708.0,462846.0,883163.0,694800.0,1026666.0,0.03703703731298447,65.0
2441570.0,4549409.0,3943647.0,5736160.0,463609.0,885425.0,695990.0,1029110.0,0.03703703731298447,65.0
2444663.0,4554263.0,3948220.0,5745032.0,464287.0,887733.0,697618.0,1033173.0,0.017543859779834747,65.0
2445600.0,4556208.0,3949106.0,5746755.0,465033.0,887651.0,697760.0,1032782.0,0.017543859779834747,64.0
2448579.0,4559956.0,3954164.0,5755196.0,465429.0,889432.0,699001.0,1036160.0,0.0,64.0
2448579.0,4559956.0,3954164.0,5755196.0,465429.0,889432.0,699001.0,1036160.0,0.0,64.0
2446894.0,4558545.0,3951610.0,5749703.0,465808.0,889566.0,698979.0,1034797.0,0.017543859779834747,64.0
2444048.0,4553406.0,3947684.0,5742527.0,465130.0,886644.0,697710.0,1033400.0,0.017543859779834747,64.0
2447358.0,4558136.0,3951502.0,5748762.0,465708.0,889707.0,699222.0,1035579.0,0.017543859779834747,64.0
2444123.0,4551727.0,3944375.0,5736020.0,465459.0,886510.0,696930.0,1031869.0,0.017543859779834747,64.0
2443835.0,4553387.0,3947192.0,5740417.0,464695.0,886861.0,697567.0,1032093.0,0.017543859779834747,64.0
2440732.0,4547918.0,3940337.0,5728913.0,463867.0,885772.0,695723.0,1028790.0,0.017543859779834747,64.0
2441077.0,4546404.0,3940566.0,5728398.0,463157.0,884910.0,695391.0,1029363.0,0.017543859779834747,64.0
2437423.0,4541277.0,3933284.0,5717010.0,461912.0,883583.0,693623.0,1024263.0,0.017543859779834747,65.0
2433963.0,4535630.0,3928854.0,5708202.0,461362.0,881553.0,690883.0,1021624.0,0.017543859779834747,65.0
2432866.0,4533627.0,3926055.0,5705146.0,461588.0,880183.0,690148.0,1020600.0,0.017543859779834747,67.0
2430454.0,4529376.0,3920729.0,5694768.0,459914.0,878277.0,688829.0,1016845.0,0.03703703731298447,67.0
2430253.0,4530355.0,3923011.0,5697577.0,458481.0,878010.0,689307.0,1016135.0,0.03703703731298447,67.0
2306522.0,4299944.0,3722551.0,5405896.0,435658.0,832403.0,652255.0,962643.0,0.03703703731298447,67.0
2428808.0,4529163.0,3921805.0,5697779.0,458311.0,876160.0,687999.0,1015720.0,0.03703703731298447,67.0
2426269.0,4525539.0,3918407.0,5690085.0,457821.0,874008.0,686849.0,1012638.0,0.0833333358168602,67.0
2429555.0,4527877.0,3921866.0,5698007.0,457600.0,875578.0,687934.0,1014446.0,0.03703703731298447,67.0
2426914.0,4525643.0,3918070.0,5692586.0,457460.0,875906.0,687042.0,1014019.0,0.03703703731298447,67.0
2427284.0,4523347.0,3917717.0,5691003.0,457025.0,875161.0,686359.0,1012399.0,0.03703703731298447,66.0
2426533.0,4525162.0,3917807.0,5692816.0,456694.0,875566.0,686749.0,1014123.0,0.017543859779834747,66.0
2423643.0,4521378.0,3913676.0,5686198.0,456428.0,874090.0,685923.0,1012387.0,0.03703703731298447,66.0
2427153.0,4525351.0,3919145.0,5694558.0,456870.0,876089.0,688117.0,1016071.0,0.017543859779834747,66.0
2424054.0,4521336.0,3914551.0,5686031.0,456613.0,874893.0,686079.0,1012430.0,0.017543859779834747,66.0
2426215.0,4524203.0,3917335.0,5693007.0,457762.0,874764.0,686931.0,1015519.0,0.017543859779834747,66.0
2425266.0,4524398.0,3917662.0,5692083.0,457432.0,876461.0,688493.0,1016867.0,0.017543859779834747,65.0
2302486.0,4296452.0,3719601.0,5403605.0,435791.0,831827.0,653762.0,965019.0,0.0833333358168602,65.0
2302486.0,4296452.0,3719601.0,5403605.0,435791.0,831827.0,653762.0,965019.0,0.0833333358168602,65.0
2427079.0,4524330.0,3917396.0,5691823.0,458776.0,878100.0,689317.0,1016385.0,0.03703703731298447,65.0
2427174.0,4524527.0,3918445.0,5693549.0,460080.0,878367.0,689320.0,1019323.0,0.017543859779834747,66.0
2426023.0,4522911.0,3916882.0,5690001.0,459374.0,879442.0,690204.0,1018542.0,0.017543859779834747,66.0
2425159.0,4520878.0,3913698.0,5686769.0,458958.0,877643.0,688732.0,1016649.0,0.03703703731298447,66.0
2427416.0,4524435.0,3919015.0,5694062.0,459356.0,878748.0,690644.0,1020007.0,0.017543859779834747,66.0
2426256.0,4522693.0,3917076.0,5690167.0,460130.0,879284.0,690596.0,1020125.0,0.017543859779834747,66.0
2428500.0,4529661.0,3923644.0,5702960.0,461066.0,880839.0,692360.0,1023715.0,0.017543859779834747,66.0
2429202.0,4528579.0,3922535.0,5699549.0,461901.0,881456.0,690887.0,1021738.0,0.017543859779834747,67.0
2432390.0,4531635.0,3926560.0,5705091.0,461344.0,882571.0,694192.0,1025371.0,0.017543859779834747,67.0
2418779.0,4506154.0,3901512.0,5657908.0,458162.0,875216.0,686565.0,1011769.0,0.03703703731298447,66.0
2419744.0,4506471.0,3900149.0,5656370.0,458225.0,873958.0,686135.0,1011203.0,0.03703703731298447,65.0
2421415.0,4510288.0,3904217.0,5664634.0,458942.0,875614.0,687901.0,1014402.0,0.03703703731298447,65.0
2420006.0,4507614.0,3900239.0,5657455.0,459554.0,875508.0,687377.0,1011920.0,0.0833333358168602,65.0
2421809.0,4512017.0,3905454.0,5664825.0,460017.0,876292.0,687735.0,1014735.0,0.03703703731298447,65.0
2421345.0,4509372.0,3902691.0,5660297.0,459021.0,875992.0,687829.0,1013912.0,0.03703703731298447,65.0
2419033.0,4504463.0,3898400.0,5651130.0,458673.0,875025.0,687796.0,1010849.0,0.0833333358168602,66.0
2420461.0,4508422.0,3900734.0,5657069.0,459851.0,877464.0,687277.0,1013743.0,0.017543859779834747,66.0
2416804.0,4501824.0,3892929.0,5644127.0,458036.0,875661.0,685907.0,1010365.0,0.017543859779834747,66.0
2416804.0,4501824.0,3892929.0,5644127.0,458036.0,875661.0,685907.0,1010365.0,0.017543859779834747,66.0
2415433.0,4498105.0,3891346.0,5641218.0,457157.0,874471.0,685518.0,1009748.0,0.017543859779834747,66.0
2414376.0,4497958.0,3891232.0,5641062.0,457904.0,874224.0,685771.0,1011134.0,0.017543859779834747,66.0
2417449.0,4502272.0,3895994.0,5648094.0,459347.0,876508.0,688212.0,1014796.0,0.017543859779834747,67.0
2417657.0,4500768.0,3891885.0,5645096.0,460152.0,877360.0,687274.0,1014599.0,0.017543859779834747,68.0
2416191.0,4498858.0,3890232.0,5639981.0,458453.0,875625.0,687189.0,1013770.0,0.017543859779834747,68.0
2419682.0,4504208.0,3896906.0,5650896.0,459609.0,878216.0,689048.0,1016430.0,0.017543859779834747,69.0
2417624.0,4501789.0,3894150.0,5644748.0,459441.0,877011.0,688781.0,1015424.0,0.017543859779834747,70.0
2417624.0,4501789.0,3894150.0,5644748.0,459441.0,877011.0,688781.0,1015424.0,0.017543859779834747,70.0
2298552.0,4276682.0,3700341.0,5366769.0,437521.0,833518.0,655371.0,964521.0,0.0833333358168602,70.0
2420228.0,4505145.0,3897341.0,5653170.0,459778.0,877136.0,688529.0,1016017.0,0.017543859779834747,72.0
2420876.0,4505105.0,3897744.0,5651276.0,460473.0,877901.0,689696.0,1014968.0,0.03703703731298447,72.0
2423180.0,4509165.0,3901987.0,5659574.0,461352.0,878628.0,689756.0,1018568.0,0.017543859779834747,72.0
2422200.0,4507171.0,3898515.0,5652916.0,460191.0,878823.0,690021.0,1016691.0,0.017543859779834747,72.0
2425156.0,4513746.0,3905777.0,5665436.0,460616.0,879130.0,691659.0,1019382.0,0.03703703731298447,72.0
2422907.0,4509025.0,3901647.0,5656694.0,461012.0,877610.0,689954.0,1016752.0,0.0833333358168602,73.0
2425271.0,4513449.0,3906403.0,5666222.0,460674.0,878927.0,689997.0,1018671.0,0.017543859779834747,73.0
2423118.0,4508408.0,3900998.0,5657146.0,459922.0,877571.0,689432.0,1015192.0,0.03703703731298447,74.0
2420633.0,4504925.0,3898879.0,5651073.0,458523.0,875519.0,687135.0,1012471.0,0.017543859779834747,74.0
2418864.0,4503655.0,3895955.0,5648584.0,459237.0,876765.0,687267.0,1012473.0,0.03703703731298447,74.0
2418217.0,4499863.0,3891894.0,5640105.0,458802.0,873968.0,686565.0,1008369.0,0.0833333358168602,74.0
2419683.0,4502652.0,3895498.0,5647054.0,458725.0,874054.0,686187.0,1010148.0,0.03703703731298447,74.0
2416483.0,4497563.0,3889370.0,5636718.0,457672.0,873246.0,684217.0,1007524.0,0.03703703731298447,74.0
2417561.0,4501858.0,3893923.0,5644971.0,457491.0,873668.0,684260.0,1008713.0,0.017543859779834747,74.0
2416813.0,4499017.0,3890932.0,5639703.0,457977.0,872495.0,683745.0,1006941.0,0.03703703731298447,74.0
2415857.0,4496741.0,3889236.0,5635850.0,457327.0,870674.0,681881.0,1004635.0,0.03703703731298447,74.0
2419695.0,4505099.0,3896689.0,5649489.0,457689.0,873454.0,685050.0,1009832.0,0.017543859779834747,73.0
2417215.0,4499984.0,3892176.0,5640827.0,457478.0,871544.0,682286.0,1005225.0,0.03703703731298447,73.0
2295574.0,4272911.0,3695538.0,5354461.0,433823.0,827182.0,648367.0,952320.0,0.0833333358168602,73.0
2416795.0,4499663.0,3891172.0,5641375.0,457001.0,870153.0,682960.0,1006289.0,0.0833333358168602,73.0
2415502.0,4497064.0,3888079.0,5634616.0,456065.0,870586.0,682182.0,1002672.0,0.03703703731298447,72.0
2416326.0,4497137.0,3889977.0,5637820.0,456456.0,870895.0,681704.0,1003942.0,0.03703703731298447,72.0
2416743.0,4499553.0,3893110.0,5642528.0,456640.0,871289.0,683250.0,1004779.0,0.03703703731298447,71.0
2416042.0,4496996.0,3889654.0,5637088.0,456179.0,870039.0,681857.0,1004470.0,0.03703703731298447,71.0
2415954.0,4497264.0,3891294.0,5638375.0,455863.0,870812.0,682457.0,1004335.0,0.03703703731298447,71.0
2415368.0,4497724.0,3890899.0,5638879.0,455490.0,870900.0,683502.0,1004794.0,0.03703703731298447,71.0
2413944.0,4494238.0,3887866.0,5633752.0,455341.0,869637.0,682575.0,1002880.0,0.03703703731298447,71.0
2417268.0,4501937.0,3895674.0,5647041.0,457441.0,872839.0,685122.0,1009264.0,0.03703703731298447,72.0
2418085.0,4502256.0,3894886.0,5646428.0,458373.0,873766.0,685444.0,1008621.0,0.0833333358168602,72.0
2424053.0,4512761.0,3907146.0,5667657.0,460601.0,877880.0,689240.0,1016845.0,0.017543859779834747,72.0
2427345.0,4516466.0,3909558.0,5674682.0,460956.0,879335.0,690522.0,1018257.0,0.03703703731298447,72.0
2429506.0,4522341.0,3917955.0,5686421.0,462465.0,881242.0,693406.0,1021707.0,0.0833333358168602,72.0
2434320.0,4530920.0,3925196.0,5700376.0,464451.0,884352.0,696355.0,1026782.0,0.0833333358168602,72.0
2436360.0,4530465.0,3924900.0,5699066.0,464089.0,884639.0,696053.0,1027516.0,0.017543859779834747,73.0
2436313.0,4532079.0,3927972.0,5702464.0,463996.0,885433.0,697079.0,1027847.0,0.03703703731298447,73.0
2431461.0,4522144.0,3915958.0,5683676.0,463369.0,882443.0,693332.0,1023798.0,0.017543859779834747,73.0
2425129.0,4510973.0,3904081.0,5661987.0,462231.0,878661.0,690758.0,1018201.0,0.0833333358168602,73.0
2421639.0,4505439.0,3898324.0,5652751.0,460910.0,879127.0,690031.0,1016919.0,0.017543859779834747,74.0
2415572.0,4495394.0,3887002.0,5631745.0,460632.0,876363.0,687462.0,1011423.0,0.0833333358168602,74.0
2414422.0,4493998.0,3885956.0,5629143.0,459976.0,875698.0,686610.0,1011426.0,0.03703703731298447,73.0
2408453.0,4482557.0,3875594.0,5610534.0,458144.0,874601.0,684517.0,1007673.0,0.017543859779834747,73.0
2408453.0,4482557.0,3875594.0,5610534.0,458144.0,874601.0,684517.0,1007673.0,0.017543859779834747,73.0
2408534.0,4481740.0,3873927.0,5608094.0,458996.0,872732.0,685120.0,1007999.0,0.0833333358168602,73.0
2413585.0,4492676.0,3884197.0,5626238.0,459713.0,875965.0,687058.0,1011487.0,0.03703703731298447,73.0
2297575.0,4275508.0,3698126.0,5359953.0,438602.0,835037.0,654899.0,965273.0,0.03703703731298447,72.0
2418711.0,4501887.0,3894295.0,5643088.0,461285.0,879122.0,689745.0,1014493.0,0.0833333358168602,72.0
2422999.0,4508200.0,3901596.0,5654415.0,462123.0,879465.0,690504.0,1018101.0,0.017543859779834747,72.0
2422590.0,4508019.0,3901490.0,5656224.0,461456.0,879999.0,691836.0,1019054.0,0.03703703731298447,71.0
2423100.0,4508785.0,3901971.0,5655137.0,461669.0,879632.0,689788.0,1016260.0,0.03703703731298447,71.0
2425456.0,4511950.0,3906469.0,5662770.0,461982.0,879361.0,691434.0,1018331.0,0.03703703731298447,71.0
2423399.0,4508209.0,3900714.0,5653712.0,461228.0,878106.0,689511.0,1014351.0,0.0833333358168602,71.0
2422432.0,4507409.0,3899366.0,5650486.0,459509.0,877627.0,687488.0,1012014.0,0.017543859779834747,71.0
2420564.0,4503850.0,3896057.0,5646075.0,459076.0,875584.0,687069.0,1011061.0,0.03703703731298447,71.0
2417012.0,4498484.0,3890278.0,5635709.0,457777.0,873805.0,684532.0,1006867.0,0.03703703731298447,71.0
2416386.0,4497206.0,3890692.0,5636960.0,457724.0,874367.0,686100.0,1007896.0,0.03703703731298447,70.0
2410247.0,4488198.0,3882463.0,5621275.0,456134.0,869481.0,682641.0,1003277.0,0.0833333358168602,70.0
2411617.0,4487443.0,3881837.0,5620378.0,456898.0,870212.0,681787.0,1003195.0,0.03703703731298447,70.0
2411571.0,4487711.0,3879927.0,5618301.0,457074.0,870574.0,681724.0,1001670.0,0.0833333358168602,70.0
2412488.0,4490045.0,3884005.0,5625341.0,456753.0,870910.0,682660.0,1003988.0,0.03703703731298447,70.0
2399767.0,4466434.0,3859827.0,5581889.0,454060.0,865769.0,678316.0,996607.0,0.03703703731298447,66.0
2399767.0,4466434.0,3859827.0,5581889.0,454060.0,865769.0,678316.0,996607.0,0.03703703731298447,66.0
2401039.0,4468027.0,3862241.0,5585441.0,455288.0,868261.0,679689.0,998242.0,0.03703703731298447,66.0
2404159.0,4474276.0,3867404.0,5596250.0,455418.0,869170.0,680846.0,1000948.0,0.03703703731298447,66.0
2408336.0,4480843.0,3873241.0,5605470.0,456529.0,871221.0,682604.0,1003045.0,0.03703703731298447,67.0
2412524.0,4488253.0,3883140.0,5623715.0,458130.0,873027.0,685266.0,1008007.0,0.03703703731298447,67.0
2413291.0,4489386.0,3883623.0,5623044.0,457780.0,873386.0,685285.0,1006770.0,0.03703703731298447,67.0
2416357.0,4493965.0,3888828.0,5632457.0,459025.0,874188.0,685731.0,1009427.0,0.03703703731298447,68.0
2415453.0,4491552.0,3886350.0,5628677.0,458852.0,871924.0,686307.0,1008749.0,0.0833333358168602,69.0
2411172.0,4484870.0,3879818.0,5613798.0,457780.0,871652.0,683361.0,1003983.0,0.03703703731298447,69.0
2411186.0,4486606.0,3880215.0,5617322.0,458170.0,871170.0,684133.0,1005930.0,0.0833333358168602,69.0
2407539.0,4479432.0,3871718.0,5601534.0,456669.0,869718.0,681566.0,1000163.0,0.0833333358168602,69.0
2404006.0,4471925.0,3865722.0,5589927.0,456070.0,867229.0,679344.0,997726.0,0.0833333358168602,70.0
2403487.0,4470670.0,3865517.0,5589910.0,455800.0,869144.0,681732.0,999208.0,0.05882352963089943,70.0
2399479.0,4464638.0,3857010.0,5575830.0,454163.0,866057.0,678844.0,995078.0,0.05882352963089943,70.0
2402762.0,4471662.0,3863707.0,5588224.0,457136.0,868206.0,680161.0,999225.0,0.0833333358168602,70.0
2403296.0,4470451.0,3863827.0,5587285.0,456217.0,868017.0,680575.0,999242.0,0.0833333358168602,70.0
2287215.0,4253894.0,3678100.0,5320547.0,434179.0,827143.0,648686.0,953490.0,0.03703703731298447,70.0
2409079.0,4480851.0,3873591.0,5605976.0,456569.0,870148.0,682952.0,1002451.0,0.05882352963089943,70.0
2413407.0,4487012.0,3879610.0,5615391.0,459033.0,873138.0,684777.0,1006975.0,0.0833333358168602,71.0
2415405.0,4490813.0,3883929.0,5622672.0,459621.0,874479.0,685745.0,1009575.0,0.03703703731298447,71.0
2292912.0,4264053.0,3687728.0,5336225.0,436288.0,828916.0,650820.0,956105.0,0.0833333358168602,71.0
2416780.0,4493874.0,3888729.0,5630390.0,459473.0,874497.0,685330.0,1009182.0,0.017543859779834747,71.0
2416238.0,4494625.0,3888715.0,5631164.0,458062.0,873878.0,685839.0,1008435.0,0.03703703731298447,71.0
2420566.0,4499663.0,3893950.0,5641236.0,459005.0,874666.0,687522.0,1011264.0,0.03703703731298447,70.0
2420125.0,4499162.0,3892410.0,5638331.0,458579.0,874841.0,687067.0,1010316.0,0.03703703731298447,70.0
2418547.0,4496986.0,3891018.0,5634636.0,460125.0,874009.0,684881.0,1008819.0,0.0833333358168602,70.0
2418547.0,4496986.0,3891018.0,5634636.0,460125.0,874009.0,684881.0,1008819.0,0.0833333358168602,70.0
2419887.0,4497250.0,3892571.0,5638454.0,460944.0,873904.0,686379.0,1010647.0,0.0833333358168602,70.0
2416943.0,4493890.0,3887626.0,5632180.0,458829.0,875107.0,686774.0,1008712.0,0.03703703731298447,70.0
2412414.0,4487643.0,3882054.0,5619251.0,458351.0,872731.0,684421.0,1005753.0,0.0833333358168602,70.0
2415867.0,4491950.0,3886170.0,5629229.0,459894.0,874054.0,686181.0,1009367.0,0.0833333358168602,70.0
2411431.0,4483906.0,3879018.0,5616549.0,458484.0,871131.0,683180.0,1005368.0,0.0833333358168602,69.0
2413861.0,4488991.0,3883908.0,5625950.0,457921.0,872068.0,684383.0,1006489.0,0.03703703731298447,69.0
2419238.0,4498076.0,3893558.0,5639706.0,459844.0,875635.0,689684.0,1012855.0,0.0833333358168602,68.0
2416464.0,4494024.0,3888570.0,5629937.0,458314.0,873474.0,685444.0,1007965.0,0.03703703731298447,68.0
2418879.0,4497552.0,3891615.0,5637737.0,459739.0,874682.0,685786.0,1010420.0,0.03703703731298447,68.0
2295871.0,4268899.0,3692204.0,5346249.0,435335.0,828700.0,650096.0,955001.0,0.0833333358168602,68.0
2416728.0,4493126.0,3887292.0,5626915.0,458141.0,871274.0,684104.0,1004302.0,0.0833333358168602,67.0
2415496.0,4489206.0,3883399.0,5621163.0,458019.0,870650.0,682722.0,1002876.0,0.0833333358168602,67.0
2411227.0,4483322.0,3876574.0,5608350.0,456705.0,867206.0,681071.0,998886.0,0.1111111119389534,67.0
2412243.0,4486271.0,3880025.0,5613574.0,455511.0,869037.0,681351.0,998579.0,0.05882352963089943,67.0
2408924.0,4480040.0,3873236.0,5601642.0,455133.0,866366.0,677036.0,994828.0,0.03703703731298447,67.0
2288796.0,4255225.0,3678208.0,5319908.0,432986.0,823791.0,643787.0,944054.0,0.0833333358168602,67.0
2407139.0,4478089.0,3872238.0,5601172.0,454676.0,866041.0,677770.0,994901.0,0.0833333358168602,67.0
2405980.0,4474062.0,3865890.0,5589447.0,454301.0,864536.0,675759.0,992179.0,0.0833333358168602,68.0
2406737.0,4477054.0,3871184.0,5597984.0,454185.0,865542.0,677558.0,995209.0,0.03703703731298447,68.0
2403696.0,4471783.0,3862984.0,5586334.0,453850.0,864082.0,675647.0,991294.0,0.0833333358168602,68.0
2404904.0,4473204.0,3867794.0,5591688.0,454404.0,864524.0,677067.0,992976.0,0.0833333358168602,68.0
2402957.0,4470035.0,3861954.0,5581814.0,454561.0,863351.0,675861.0,987969.0,0.1111111119389534,69.0
2404218.0,4469576.0,3861645.0,5582579.0,453666.0,861564.0,674545.0,987941.0,0.1111111119389534,69.0
2401465.0,4467389.0,3860176.0,5580395.0,451550.0,861894.0,674732.0,986727.0,0.0833333358168602,69.0
2401545.0,4465121.0,3857484.0,5574916.0,452684.0,860394.0,672456.0,983933.0,0.1111111119389534,70.0
2402837.0,4470140.0,3862007.0,5583554.0,452201.0,861738.0,674273.0,985999.0,0.1111111119389534,70.0
2401221.0,4466829.0,3860174.0,5580090.0,452194.0,859461.0,671859.0,983796.0,0.1111111119389534,70.0
2403209.0,4470918.0,3862979.0,5583146.0,452079.0,860367.0,672540.0,984849.0,0.0833333358168602,70.0
2402725.0,4469095.0,3862603.0,5582170.0,452747.0,860255.0,672411.0,984291.0,0.1111111119389534,70.0
2280416.0,4241219.0,3664677.0,5295565.0,428126.0,815449.0,637597.0,932166.0,0.0833333358168602,70.0
2402519.0,4468918.0,3861449.0,5581741.0,451547.0,859559.0,672267.0,983814.0,0.0833333358168602,70.0
2399636.0,4463351.0,3855415.0,5569678.0,449836.0,857199.0,669277.0,979133.0,0.0833333358168602,70.0
2397093.0,4460675.0,3852718.0,5564017.0,449763.0,856648.0,668019.0,976082.0,0.1111111119389534,70.0
2398140.0,4459911.0,3852497.0,5565538.0,449926.0,855732.0,668761.0,977513.0,0.1111111119389534,70.0
2394669.0,4455954.0,3848629.0,5556287.0,449240.0,856915.0,668771.0,976086.0,0.0833333358168602,70.0
2398679.0,4461557.0,3853570.0,5568363.0,450186.0,857646.0,669507.0,979865.0,0.0833333358168602,70.0
2397682.0,4459451.0,3851390.0,5562827.0,451322.0,856692.0,669380.0,976718.0,0.1111111119389534,70.0
2398014.0,4461344.0,3854239.0,5563898.0,450330.0,859141.0,670730.0,978411.0,0.1111111119389534,70.0
2397938.0,4462714.0,3854210.0,5567783.0,451131.0,858602.0,670915.0,981789.0,0.0833333358168602,70.0
2398977.0,4459509.0,3851019.0,5560087.0,450475.0,858198.0,669246.0,977238.0,0.0833333358168602,70.0
2400523.0,4464371.0,3856545.0,5570923.0,451692.0,859874.0,671964.0,981083.0,0.1111111119389534,70.0
2398552.0,4459559.0,3852483.0,5561090.0,451664.0,857552.0,670949.0,978401.0,0.1111111119389534,70.0
2399881.0,4463576.0,3856038.0,5568991.0,452104.0,859249.0,671257.0,979956.0,0.1111111119389534,70.0
2400940.0,4463399.0,3854302.0,5566661.0,451831.0,859210.0,669782.0,979446.0,0.1111111119389534,70.0
2400997.0,4464600.0,3857022.0,5567848.0,451062.0,860009.0,671364.0,980515.0,0.0833333358168602,70.0
2402937.0,4467512.0,3859116.0,5574233.0,452387.0,860556.0,672467.0,982156.0,0.1111111119389534,70.0
2402359.0,4466556.0,3858723.0,5572333.0,453689.0,861207.0,673071.0,983031.0,0.1111111119389534,71.0
2405585.0,4472430.0,3865195.0,5582006.0,454587.0,863314.0,675091.0,985309.0,0.1111111119389534,71.0
2403769.0,4469269.0,3861059.0,5575799.0,452476.0,862377.0,672660.0,983683.0,0.0833333358168602,71.0
2404231.0,4465544.0,3857874.0,5569618.0,453.0,862377.0,672660.0,983683.0,0.1111111119389534,71.0
2398022.0,4451352.0,3839771.0,5530078.0,453728.0,859828.0,671062.0,973623.0,0.1111111119389534,66.0
2396735.0,4449202.0,3836052.0,5522603.0,453112.0,858786.0,669217.0,970599.0,0.1111111119389534,66.0
2399971.0,4454483.0,3842389.0,5536268.0,453937.0,860771.0,671348.0,976060.0,0.1111111119389534,66.0
2396110.0,4447748.0,3835245.0,5521504.0,453617.0,859445.0,669219.0,971133.0,0.1111111119389534,67.0
2397939.0,4449763.0,3837659.0,5526797.0,454485.0,860707.0,670451.0,973764.0,0.1111111119389534,67.0
2276455.0,4223995.0,3642326.0,5242215.0,430467.0,815714.0,634623.0,922849.0,0.1111111119389534,67.0
2398270.0,4449037.0,3837421.0,5526222.0,453916.0,861089.0,670869.0,973832.0,0.1111111119389534,67.0
2396381.0,4448262.0,3836537.0,5523113.0,454765.0,859830.0,670595.0,973817.0,0.1428571492433548,67.0
2397943.0,4448567.0,3837454.0,5523379.0,454294.0,860065.0,670147.0,973768.0,0.1111111119389534,67.0
2400596.0,4453297.0,3839737.0,5530345.0,455054.0,862251.0,672890.0,977703.0,0.1111111119389534,67.0
2397394.0,4447835.0,3835548.0,5522015.0,454691.0,861760.0,671060.0,975770.0,0.1111111119389534,67.0
2400408.0,4453623.0,3842691.0,5533257.0,455940.0,863793.0,673108.0,978827.0,0.1111111119389534,67.0
2398020.0,4449463.0,3835710.0,5520550.0,455113.0,862498.0,671582.0,974413.0,0.1111111119389534,67.0
2401645.0,4455432.0,3842068.0,5532622.0,456379.0,863094.0,673559.0,978824.0,0.1111111119389534,67.0
2398374.0,4448875.0,3835205.0,5518889.0,454928.0,861003.0,671079.0,975080.0,0.1111111119389534,67.0
2401745.0,4453881.0,3839163.0,5527018.0,456316.0,863232.0,672255.0,976730.0,0.1111111119389534,67.0
2399873.0,4451058.0,3837964.0,5520816.0,456257.0,863501.0,672600.0,975720.0,0.1111111119389534,67.0
2400905.0,4451924.0,3838254.0,5522075.0,455285.0,862211.0,671625.0,974746.0,0.1111111119389534,67.0
2402754.0,4454892.0,3841171.0,5528321.0,456371.0,863831.0,672719.0,976618.0,0.1111111119389534,67.0
2402754.0,4454892.0,3841171.0,5528321.0,456371.0,863831.0,672719.0,976618.0,0.1111111119389534,66.0
2401430.0,4453643.0,3840445.0,5523742.0,456708.0,862844.0,672427.0,976045.0,0.1111111119389534,66.0
2402435.0,4453011.0,3838792.0,5522186.0,457283.0,863618.0,672736.0,975540.0,0.1428571492433548,66.0
2403631.0,4457966.0,3844840.0,5531738.0,457717.0,865231.0,674904.0,979097.0,0.1428571492433548,66.0
2403609.0,4453858.0,3840437.0,5522865.0,457942.0,864460.0,673552.0,976602.0,0.1428571492433548,66.0
2402404.0,4454670.0,3840829.0,5523586.0,457587.0,864377.0,673940.0,976966.0,0.1428571492433548,66.0
2404576.0,4455934.0,3842581.0,5527521.0,458494.0,864709.0,675182.0,978999.0,0.1428571492433548,66.0
2404309.0,4455559.0,3842556.0,5526139.0,457685.0,866056.0,675368.0,977710.0,0.1428571492433548,66.0
2406997.0,4461159.0,3849693.0,5539208.0,458452.0,867141.0,676720.0,982452.0,0.1111111119389534,66.0
2407243.0,4459106.0,3844766.0,5532666.0,459626.0,867420.0,675187.0,980376.0,0.1111111119389534,66.0
2408386.0,4462197.0,3849079.0,5537987.0,458240.0,868253.0,677540.0,982398.0,0.1111111119389534,66.0
2406637.0,4459033.0,3846233.0,5534352.0,458668.0,867016.0,676338.0,982169.0,0.1111111119389534,66.0
2405570.0,4456668.0,3841958.0,5525200.0,459014.0,865489.0,673383.0,978492.0,0.1111111119389534,66.0
2405477.0,4459786.0,3844461.0,5531068.0,459551.0,866976.0,676045.0,981343.0,0.1428571492433548,66.0
